File Name;Dataset;aid;Date;Count;Minimum;Maximum;Range;Mean;Standard Deviation;Variance;Upper Quartile;Upper 1.5 IQR;Median;Lower 1.5 IQR;Lower Quartile
MOD13Q1_006__250m_16_days_EVI_doy2019129_aid0001;_250m_16_days_EVI;aid0001;2019-05-09;599.0;-0.0157;0.5955;(-0.0157,0.5955);0.1856;0.0995;0.0099;0.2348;0.4076;0.1744;-0.0157;0.1123
MOD13Q1_006__250m_16_days_EVI_doy2019145_aid0001;_250m_16_days_EVI;aid0001;2019-05-25;603.0;-0.046;0.6029;(-0.046,0.6029);0.1773;0.107;0.0115;0.2288;0.42;0.1623;-0.046;0.0974
MOD13Q1_006__250m_16_days_EVI_doy2019161_aid0001;_250m_16_days_EVI;aid0001;2019-06-10;605.0;-0.0619;0.5584;(-0.0619,0.5584);0.1878;0.1069;0.0114;0.2495;0.4507;0.178;-0.0619;0.1093
MOD13Q1_006__250m_16_days_EVI_doy2019177_aid0001;_250m_16_days_EVI;aid0001;2019-06-26;587.0;-0.032;0.6863;(-0.032,0.6863);0.2174;0.1088;0.0118;0.2727;0.4659;0.2184;-0.032;0.1415
MOD13Q1_006__250m_16_days_EVI_doy2019193_aid0001;_250m_16_days_EVI;aid0001;2019-07-12;607.0;-0.0414;0.6334;(-0.0414,0.6334);0.2076;0.1118;0.0125;0.2778;0.508;0.1953;-0.0414;0.123
MOD13Q1_006__250m_16_days_EVI_doy2019209_aid0001;_250m_16_days_EVI;aid0001;2019-07-28;605.0;-0.0732;0.5889;(-0.0732,0.5889);0.2134;0.1181;0.0139;0.2803;0.5125;0.2036;-0.0732;0.1222
MOD13Q1_006__250m_16_days_EVI_doy2019225_aid0001;_250m_16_days_EVI;aid0001;2019-08-13;595.0;-0.041;0.59;(-0.041,0.59);0.2156;0.1117;0.0125;0.276;0.4866;0.208;-0.041;0.131
MOD13Q1_006__250m_16_days_EVI_doy2019241_aid0001;_250m_16_days_EVI;aid0001;2019-08-29;602.0;-0.0299;0.6378;(-0.0299,0.6378);0.2098;0.1078;0.0116;0.2655;0.4608;0.2092;-0.0299;0.1291
MOD13Q1_006__250m_16_days_EVI_doy2019257_aid0001;_250m_16_days_EVI;aid0001;2019-09-14;609.0;-0.0225;0.665;(-0.0225,0.665);0.2085;0.1159;0.0134;0.2726;0.4903;0.1919;-0.0225;0.1248
MOD13Q1_006__250m_16_days_EVI_doy2019273_aid0001;_250m_16_days_EVI;aid0001;2019-09-30;603.0;-0.0504;0.6634;(-0.0504,0.6634);0.2201;0.1272;0.0162;0.2922;0.5426;0.2142;-0.0504;0.1242
MOD13Q1_006__250m_16_days_EVI_doy2019289_aid0001;_250m_16_days_EVI;aid0001;2019-10-16;607.0;-0.033;0.653;(-0.033,0.653);0.187;0.1096;0.012;0.2453;0.4285;0.1732;-0.033;0.1082
MOD13Q1_006__250m_16_days_EVI_doy2019305_aid0001;_250m_16_days_EVI;aid0001;2019-11-01;609.0;-0.0319;0.6988;(-0.0319,0.6988);0.1956;0.1142;0.013;0.2692;0.496;0.1794;-0.0319;0.1112
MOD13Q1_006__250m_16_days_EVI_doy2019321_aid0001;_250m_16_days_EVI;aid0001;2019-11-17;606.0;-0.0277;0.5756;(-0.0277,0.5756);0.1718;0.101;0.0102;0.2288;0.4227;0.1565;-0.0277;0.0951
MOD13Q1_006__250m_16_days_EVI_doy2019337_aid0001;_250m_16_days_EVI;aid0001;2019-12-03;609.0;-0.0148;0.6775;(-0.0148,0.6775);0.1648;0.0971;0.0094;0.222;0.4126;0.1524;-0.0148;0.0932
MOD13Q1_006__250m_16_days_EVI_doy2019353_aid0001;_250m_16_days_EVI;aid0001;2019-12-19;607.0;-0.0546;0.5523;(-0.0546,0.5523);0.154;0.0847;0.0072;0.2107;0.3712;0.1485;-0.0546;0.0878
MOD13Q1_006__250m_16_days_EVI_doy2020001_aid0001;_250m_16_days_EVI;aid0001;2020-01-01;599.0;-0.0239;0.4747;(-0.0239,0.4747);0.1469;0.0791;0.0063;0.1982;0.355;0.1345;-0.0239;0.0874
MOD13Q1_006__250m_16_days_EVI_doy2020017_aid0001;_250m_16_days_EVI;aid0001;2020-01-17;609.0;-0.0125;0.6005;(-0.0125,0.6005);0.1672;0.0926;0.0086;0.2178;0.3804;0.1631;-0.0125;0.0996
MOD13Q1_006__250m_16_days_EVI_doy2020033_aid0001;_250m_16_days_EVI;aid0001;2020-02-02;602.0;-0.0195;0.5378;(-0.0195,0.5378);0.1575;0.0883;0.0078;0.2118;0.3892;0.1488;-0.0195;0.0918
MOD13Q1_006__250m_16_days_EVI_doy2020049_aid0001;_250m_16_days_EVI;aid0001;2020-02-18;600.0;-0.023;0.4685;(-0.023,0.4685);0.1396;0.0756;0.0057;0.1856;0.3338;0.1266;-0.023;0.0858
MOD13Q1_006__250m_16_days_EVI_doy2020065_aid0001;_250m_16_days_EVI;aid0001;2020-03-05;609.0;-0.0161;0.5213;(-0.0161,0.5213);0.14;0.0834;0.007;0.1912;0.3396;0.1307;-0.0161;0.0813
MOD13Q1_006__250m_16_days_EVI_doy2020081_aid0001;_250m_16_days_EVI;aid0001;2020-03-21;600.0;-0.0191;0.5673;(-0.0191,0.5673);0.15;0.0903;0.0081;0.1962;0.3349;0.1323;-0.0191;0.0886
MOD13Q1_006__250m_16_days_EVI_doy2020097_aid0001;_250m_16_days_EVI;aid0001;2020-04-06;605.0;-0.0242;0.4812;(-0.0242,0.4812);0.1581;0.0823;0.0068;0.2056;0.3413;0.1438;-0.0242;0.1013
MOD13Q1_006__250m_16_days_EVI_doy2020113_aid0001;_250m_16_days_EVI;aid0001;2020-04-22;587.0;-0.0495;0.5157;(-0.0495,0.5157);0.1786;0.0942;0.0089;0.2308;0.4115;0.1584;-0.0495;0.1102
MOD13Q1_006__250m_16_days_EVI_doy2020129_aid0001;_250m_16_days_EVI;aid0001;2020-05-08;602.0;-0.0366;0.5936;(-0.0366,0.5936);0.1913;0.1075;0.0115;0.2564;0.4603;0.1828;-0.0366;0.1098
MOD13Q1_006__250m_16_days_EVI_doy2020145_aid0001;_250m_16_days_EVI;aid0001;2020-05-24;603.0;-0.0737;0.6608;(-0.0737,0.6608);0.188;0.1083;0.0117;0.2407;0.4289;0.1772;-0.0737;0.1105
